CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1440	1570	153	0.7225	304.057
1570	2110	153	0.8433	0.002
1308	1958	153	0.8303	0.000
1033	1249	153	0.7172	-304.058
1016	1958	153	0.8923	0.000
826	1249	153	0.9423	0.000
1249	1300	153	0.7318	304.058
1033	1300	153	0.9323	0.000
826	1440	153	0.7558	-304.057
1249	1440	153	0.7697	-304.057
1300	1970	153	0.7782	-0.000
1249	2110	153	0.808	0.002
826	1308	153	0.7611	-306.074
826	1570	153	0.9154	0.000
1440	2110	153	0.7512	304.060
1033	1970	153	0.7758	-0.000
1314	1958	153	0.7051	2.007
1249	1570	153	0.8898	0.000
826	2110	153	0.8155	0.003
826	1016	153	0.7685	-306.074
1016	1308	153	0.9413	0.000
1300	1570	153	0.7127	-304.058
6402	7657	154	0.838	54.047
6495	7345	154	0.8032	-26.016
6402	8843	154	0.807	0.000
6729	7345	154	0.7843	18.048
6729	8843	154	0.7977	18.011
4731	4796	156	0.9021	1.011
3859	4731	156	0.913	0.000
4731	5179	156	0.8605	0.000
3675	4238	156	0.9212	0.000
4238	4731	156	0.8605	-288.064
3859	4796	156	0.8692	1.011
11294	11477	159	0.8471	-0.000
1641	3065	161	0.8398	-180.042
3065	4663	161	0.9206	-0.000
2015	4132	162	0.8236	-115.043
692	2015	162	0.7761	0.958
2015	3606	162	0.7539	-57.021
692	3606	162	0.7027	-56.063
5683	7651	163	0.8546	-55.954
6392	7621	163	0.8695	-72.021
5683	6392	163	0.8885	-13.943
3274	7651	163	0.8754	72.043
6392	7651	163	0.9236	-42.011
3274	5683	163	0.8561	127.996
3274	6392	163	0.8808	114.053
7621	7651	163	0.8816	30.011
10695	11262	164	0.8464	-0.000
9028	9572	166	0.7487	-86.000
11926	13777	166	0.7546	283.183
8473	9028	166	0.8175	72.021
11977	13467	166	0.7756	-0.001
8473	10103	166	0.7411	260.089
9572	10103	166	0.7535	274.068
11977	13781	166	0.7613	59.018
7292	9482	166	0.7561	162.053
9262	9482	166	0.7454	-2.016
9978	13777	166	0.8726	176.032
9292	10028	166	0.7555	176.032
13777	13781	166	0.8631	-1.003
9262	9719	166	0.8193	-0.000
7292	9028	166	0.7484	-26.016
9261	9262	166	0.7926	-17.027
8473	9292	166	0.8931	-13.979
8473	10028	166	0.7467	162.052
8473	9572	166	0.8888	-13.979
9028	9292	166	0.8023	-86.000
10103	10132	166	0.8249	-112.016
9978	11977	166	0.7637	116.011
9978	13467	166	0.8021	116.010
13467	13777	166	0.8562	60.022
10098	10103	166	0.7441	-34.034
9028	9978	166	0.7652	162.053
13467	13781	166	0.7709	59.019
9028	9378	166	0.8296	-0.000
9978	13781	166	0.8666	175.029
9292	9572	166	0.884	0.000
7292	9978	166	0.7512	136.037
11977	13777	166	0.7946	60.021
2075	3109	168	0.8645	0.001
3102	3109	168	0.7967	-1.006
2052	3109	168	0.7559	354.096
3093	3109	168	0.8464	-355.101
2096	3109	168	0.7337	-2.013
2096	3102	168	0.7155	-1.007
2052	2075	168	0.7817	354.095
2075	2130	168	0.9107	354.095
2075	3093	168	0.8209	355.102
3073	3108	168	0.8106	177.548
3073	3095	168	0.7985	177.048
3100	3108	168	0.7964	42.476
2130	3109	168	0.7974	-354.095
2096	2130	168	0.7511	352.082
3095	3100	168	0.7664	-41.976
3095	3108	168	0.9559	0.501
2075	2096	168	0.772	2.013
2130	3100	168	0.7437	162.030
2130	3093	168	0.793	1.006
3093	3102	168	0.7721	-354.095
2096	3093	168	0.7863	353.088
2130	3095	168	0.8216	204.006
2130	3108	168	0.8266	204.506
4165	8770	169	0.7592	34.006
4791	6939	169	0.7501	30.010
3845	6939	169	0.7875	-70.042
6713	8519	169	0.8289	266.173
1346	1779	169	0.7523	0.000
2867	3845	169	0.7652	1.004
4991	7855	169	0.7511	-8.005
3622	4991	169	0.7104	-0.057
5652	5673	169	0.7174	41.007
6019	8519	169	0.8801	15.995
5427	6683	169	0.9208	-148.073
8770	9044	169	0.8018	-146.130
4165	9641	169	0.768	12.022
4744	6015	169	0.7334	120.115
5672	5673	169	0.8486	-1.003
5427	6713	169	0.8992	-266.173
7855	9641	169	0.7784	18.010
2875	6939	169	0.7818	-70.042
2471	2769	169	0.7899	-0.000
6179	7633	169	0.8496	-26.015
6713	8770	169	0.862	280.152
5561	6019	169	0.7563	102.105
5427	6352	169	0.7706	0.000
4165	8016	169	0.7116	-20.005
1577	5427	169	0.8176	-9.026
5196	5290	169	0.782	-2.016
1577	6019	169	0.808	-25.020
2875	3845	169	0.816	-0.000
5177	6939	169	0.8173	-70.042
5427	7633	169	0.798	-28.031
5561	7633	169	0.7897	90.068
7633	8016	169	0.7962	-12.000
6683	8770	169	0.8865	162.053
6683	7633	169	0.8444	120.042
5672	5974	169	0.7276	0.000
5427	6019	169	0.7997	-15.995
6352	9641	169	0.757	-8.005
4758	6352	169	0.8069	136.110
5427	5561	169	0.809	-118.099
8016	9641	169	0.8124	32.026
2875	5652	169	0.7847	-42.011
5561	6179	169	0.8556	116.083
1577	6713	169	0.8185	-275.199
4758	8519	169	0.8775	136.110
6019	7855	169	0.7582	-10.021
1577	4758	169	0.8502	-145.136
4758	6019	169	0.8434	120.115
1346	3845	169	0.8	15.995
4831	5652	169	0.7646	-42.010
1346	5177	169	0.7618	15.995
2471	3845	169	0.7435	15.995
1577	8016	169	0.7815	-49.057
7633	9641	169	0.8198	20.026
2875	5673	169	0.7361	-1.003
5427	9641	169	0.7878	-8.005
4022	7362	169	0.7581	-82.042
6683	6713	169	0.941	-118.099
6683	8519	169	0.8513	148.074
1577	7855	169	0.7941	-35.041
1346	4831	169	0.8544	15.995
4758	8770	169	0.8973	150.090
6019	7633	169	0.7599	-12.037
2769	5177	169	0.7167	15.995
4890	6877	169	0.7779	-40.032
4758	6683	169	0.9269	-11.964
5672	6939	169	0.7707	-70.042
6507	6582	169	0.908	-0.919
6019	6713	169	0.815	-250.178
5561	7855	169	0.7585	92.084
5427	9044	169	0.7875	-132.151
6179	8016	169	0.7848	-38.015
4268	5290	169	0.7359	18.010
4744	5196	169	0.8501	136.110
4165	4268	169	0.744	-1.003
7855	8770	169	0.759	39.995
6179	7855	169	0.8374	-23.999
6877	7362	169	0.8058	2.016
5561	6683	169	0.8491	-29.974
1346	2875	169	0.7073	15.995
5561	8770	169	0.8617	132.079
5853	6015	169	0.7534	-11.963
5177	5652	169	0.7675	-42.010
1577	6683	169	0.824	-157.099
1779	2875	169	0.7036	15.995
1779	2471	169	0.8214	0.000
4831	6939	169	0.8238	-70.042
5427	8519	169	0.8216	0.000
1779	2769	169	0.8275	-0.000
5561	6713	169	0.8498	-148.073
5427	8770	169	0.8244	13.980
2471	2875	169	0.7201	15.995
2867	6877	169	0.7299	-81.038
5196	6352	169	0.7824	1.003
5196	8519	169	0.8197	1.003
6179	9641	169	0.8486	-5.989
7633	8519	169	0.8104	28.032
5652	7511	169	0.7018	-40.031
6019	6683	169	0.8231	-132.079
6683	9044	169	0.7979	15.923
5177	5672	169	0.7701	0.000
1346	2769	169	0.8263	-0.000
6683	9641	169	0.8245	140.069
2867	5652	169	0.7605	-41.007
3845	5652	169	0.8178	-42.010
4744	5853	169	0.8479	132.078
1577	6179	169	0.8586	-11.042
5290	5853	169	0.7897	-2.016
7633	7855	169	0.8077	2.016
6713	9641	169	0.8135	258.168
5652	6939	169	0.8909	-28.032
5561	6352	169	0.7549	118.100
3845	6877	169	0.7765	-82.042
6179	6352	169	0.8173	2.017
5561	9044	169	0.8253	-14.051
5561	5904	169	0.7795	-0.000
6179	6683	169	0.9353	-146.057
6713	7633	169	0.8157	238.141
6939	7602	169	0.7235	-13.970
5673	6939	169	0.7264	-69.039
2867	6939	169	0.7048	-69.038
5196	6015	169	0.8277	-15.995
2769	4831	169	0.77	15.995
1577	5561	169	0.7797	-127.125
4758	5427	169	0.8917	136.110
6019	6179	169	0.85	13.978
5196	5427	169	0.8573	1.003
5427	7855	169	0.782	-26.015
1577	9641	169	0.81	-17.031
5561	9641	169	0.8111	110.095
2471	4831	169	0.7464	15.995
6129	6352	169	0.7417	-0.057
6713	9044	169	0.8266	134.022
4791	5652	169	0.754	58.042
4758	6179	169	0.9272	134.094
5196	8764	169	0.8134	12.977
1577	8770	169	0.7622	4.954
1346	2471	169	0.7661	0.000
6939	7511	169	0.7106	-12.000
2867	5673	169	0.7338	0.001
2875	5672	169	0.7389	0.000
1577	7633	169	0.7974	-37.057
4268	5853	169	0.9051	15.994
6179	6713	169	0.9059	-264.156
6683	7855	169	0.7947	122.058
3845	4022	169	0.8023	2.016
2769	3845	169	0.7522	15.995
4758	5561	169	0.8772	18.010
7855	8016	169	0.7908	-14.016
5196	5853	169	0.9004	-4.032
6015	6019	169	0.8751	1.003
3845	5177	169	0.8003	0.000
6179	8770	169	0.8828	15.996
6129	6582	169	0.7333	-0.057
4268	4744	169	0.8309	-116.084
5427	6179	169	0.909	-2.016
4758	7633	169	0.848	108.079
2875	5177	169	0.7209	-0.000
5904	5974	169	0.7445	-0.954
4268	8764	169	0.8648	33.003
4268	6015	169	0.8253	4.031
6352	8770	169	0.7635	13.979
5652	5672	169	0.7186	42.011
1577	6352	169	0.753	-9.025
2875	3206	169	0.7219	-0.000
4791	5286	169	0.7986	-2.016
6179	9044	169	0.8273	-130.135
2875	4831	169	0.7036	-0.000
8519	9044	169	0.8062	-132.151
5853	8764	169	0.8493	17.009
4268	5196	169	0.9037	20.026
3845	4831	169	0.7993	0.000
7633	8770	169	0.7967	42.011
4758	6713	169	0.9061	-130.063
5652	6877	169	0.805	-40.031
6179	8519	169	0.8709	2.017
5177	5673	169	0.7526	-1.003
1779	3845	169	0.7104	15.995
2875	6877	169	0.7472	-82.042
4758	9641	169	0.8301	128.105
2867	2875	169	0.8022	1.004
4758	7855	169	0.8145	110.095
8770	9641	169	0.8237	-21.985
4744	8764	169	0.7789	149.087
4831	5177	169	0.85	-0.000
4758	9044	169	0.8441	3.959
5512	7362	169	0.7518	18.011
5290	8764	169	0.7059	14.993
2875	4022	169	0.7139	2.015
5286	6939	169	0.7158	32.026
4744	4758	169	0.8505	1.003
10791	11871	170	0.816	15.995
11302	11871	170	0.7345	2.016
10791	11302	170	0.7373	13.979
8281	8879	171	0.8137	2.016
8300	8879	171	0.8404	0.000
8300	8816	171	0.8602	2.016
8281	8300	171	0.8075	2.016
8816	8879	171	0.9051	-2.015
8879	9287	171	0.8858	-0.001
8816	9287	171	0.9009	-2.016
11295	11303	172	0.7445	-190.027
13575	13814	173	0.7677	0.036
13271	13861	173	0.771	15.995
12997	13077	173	0.7345	0.073
13376	13575	173	0.7614	-0.036
12328	12348	173	0.7541	0.968
12920	13110	173	0.9001	-0.036
12348	13779	173	0.7269	-14.016
12998	13077	173	0.7619	1.980
12348	12841	173	0.7445	0.035
12326	12756	173	0.7207	-14.051
12326	12348	173	0.7806	-0.036
12998	13110	173	0.725	-0.071
12326	12328	173	0.9055	-1.003
12506	13779	173	0.8036	-14.016
13032	13271	173	0.8988	0.036
13076	13077	173	0.8635	0.036
12348	12506	173	0.7767	0.000
12997	13495	173	0.7202	28.032
13077	13271	173	0.8424	14.015
12506	12841	173	0.7241	0.035
13076	13376	173	0.759	14.015
13779	13839	173	0.8755	0.036
13779	13783	173	0.8072	-1.003
12326	13839	173	0.7445	-14.016
12326	13861	173	0.7794	15.995
12328	13861	173	0.7428	16.998
12328	13271	173	0.7939	1.003
13783	13839	173	0.72	1.039
13861	13867	173	0.8068	-1.003
12997	13076	173	0.8495	0.037
12920	12998	173	0.7614	0.035
13032	13076	173	0.72	-14.015
12997	13575	173	0.7418	14.016
13779	13814	173	0.7293	14.015
12579	12756	173	0.7253	1.944
13032	13575	173	0.7382	-0.036
9654	10553	176	0.7514	162.053
9210	10553	176	0.7919	18.011
6118	7558	178	0.8373	148.074
6315	7558	178	0.8164	4.031
5498	6677	178	0.812	-132.078
5336	6677	178	0.8313	18.010
5498	7558	178	0.8279	15.996
5498	5694	178	0.8122	-150.089
6677	7558	178	0.8516	148.074
5694	6677	178	0.8307	18.010
6314	6315	178	0.8951	1.003
6118	6315	178	0.8456	144.042
5336	5694	178	0.8622	-0.000
6315	6363	178	0.8173	2.016
3362	7558	178	0.8198	80.011
5694	7558	178	0.8268	166.084
3362	5694	178	0.8171	-86.073
4007	4567	180	0.9466	15.994
4474	4567	180	0.9073	-1.304
4473	4474	180	0.9509	-0.502
3228	4474	180	0.9015	17.298
3228	4567	180	0.9403	15.994
640	668	184	0.8116	0.000
422	640	184	0.9467	0.000
422	668	184	0.8158	0.000
422	631	184	0.8741	132.042
631	640	184	0.8209	-132.042
456	640	184	0.8672	132.042
422	456	184	0.8578	-132.042
5800	5891	187	0.8259	90.068
5801	5845	187	0.818	90.068
5800	5801	187	0.7656	-15.971
10170	10882	188	0.912	162.053
8189	11896	188	0.838	-34.093
8189	13928	188	0.7973	-12.109
7614	8777	188	0.9473	-14.016
7767	8732	188	0.9433	0.000
7792	11896	188	0.7866	-50.089
8734	10046	188	0.7574	-2.016
4405	8725	188	0.8066	-181.202
7767	8725	188	0.7987	-53.048
7766	10057	188	0.7853	90.994
9998	10424	188	0.8321	-98.073
10882	13320	188	0.8243	162.053
13622	13928	188	0.7616	13.978
9319	13928	188	0.7429	-44.099
11896	13708	188	0.8358	162.053
9319	11896	188	0.7865	-66.084
9664	10248	188	0.8466	162.053
10170	10248	188	0.8569	162.052
7788	8732	188	0.8104	144.043
9998	10882	188	0.7785	15.995
9664	10170	188	0.8356	0.000
9910	10424	188	0.8241	162.053
10882	12283	188	0.7947	162.053
8725	8732	188	0.8053	53.048
7792	8777	188	0.7425	130.026
4405	8734	188	0.7824	-110.143
9319	9998	188	0.811	162.052
9998	13708	188	0.8443	-66.083
7767	8734	188	0.813	18.011
11896	12108	188	0.9373	-0.000
8725	9998	188	0.803	15.995
11896	13928	188	0.8698	21.985
7792	9319	188	0.7603	15.995
12299	12788	188	0.8389	18.013
7792	10057	188	0.7464	324.105
4762	8725	188	0.8727	-48.073
7792	8725	188	0.8803	162.052
4405	4762	188	0.7727	-133.129
10248	10882	188	0.8866	0.000
4405	10057	188	0.8042	-19.149
7792	12108	188	0.7732	-50.089
7767	7788	188	0.8146	-144.043
8732	10046	188	0.7412	15.995
7767	10057	188	0.7549	109.005
8732	10057	188	0.7497	109.005
12299	13928	188	0.778	34.006
8725	13708	188	0.774	-50.088
8734	10057	188	0.752	90.994
7792	13928	188	0.7487	-28.104
9319	9910	188	0.7844	-98.074
7850	8777	188	0.7459	162.053
12108	13928	188	0.8533	21.985
9664	10882	188	0.7803	162.053
8725	8777	188	0.7715	-32.026
11518	11649	188	0.7712	0.000
10359	10424	188	0.8167	-0.000
4762	10057	188	0.7982	113.980
10248	13320	188	0.7464	162.053
9998	10248	188	0.7498	15.995
4405	8732	188	0.8364	-128.153
8732	8734	188	0.8039	18.010
8725	10057	188	0.8641	162.053
12108	13708	188	0.8067	162.053
7614	7792	188	0.755	-144.042
10248	12283	188	0.7629	162.053
10882	11518	188	0.7838	-98.073
9910	10359	188	0.7622	162.053
7766	8734	188	0.7482	0.000
7614	8725	188	0.7843	18.010
10882	11649	188	0.7519	-98.073
8189	9319	188	0.7502	31.990
7792	8189	188	0.8013	-15.995
4762	7792	188	0.8314	-210.125
12283	13320	188	0.7995	-0.000
13536	13622	188	0.7419	-54.010
10170	13320	188	0.7659	324.105
8189	12108	188	0.8411	-34.094
7614	7850	188	0.768	-176.069
9319	12108	188	0.7477	-66.084
4405	7767	188	0.8187	-128.154
4881	9555	189	0.8367	31.990
6698	6725	189	0.7504	-14.016
6725	6797	189	0.7123	12.001
6698	6797	189	0.8908	-2.015
6698	7654	189	0.7001	-17.034
6725	7419	189	0.7654	-1.002
6797	7654	189	0.7429	-15.019
7643	7883	189	0.8917	-0.000
6797	7419	189	0.8567	-13.003
6698	7419	189	0.8181	-15.018
7654	7883	189	0.8318	1.003
6797	7883	189	0.8563	-14.016
7419	7883	189	0.8301	-1.013
7419	7424	189	0.8074	1.003
7419	7654	189	0.7852	-2.016
6698	7643	189	0.803	-16.031
7643	7654	189	0.8928	-1.003
7419	7643	189	0.7843	-1.012
6797	7643	189	0.8572	-14.015
7378	7424	189	0.8106	0.911
4881	7424	189	0.7274	15.995
6698	7883	189	0.8092	-16.031
6797	7865	189	0.7634	-16.021
7865	7883	189	0.7148	2.005
6725	9555	189	0.727	15.996
6698	7865	189	0.7093	-18.036
7654	7865	189	0.7925	-1.002
6396	6725	189	0.8501	-0.001
7424	7883	189	0.7335	-2.016
7419	7865	189	0.8541	-3.018
6797	7424	189	0.7713	-12.000
6698	7424	189	0.7207	-14.015
5192	7832	190	0.8702	-176.047
6459	9054	190	0.8843	-176.047
5192	6459	190	0.8926	-42.011
6459	7832	190	0.919	-134.037
3507	5192	190	0.8646	-42.010
3507	3833	190	0.9416	0.000
7832	9054	190	0.915	-42.011
3833	5192	190	0.8787	-42.010
2964	3833	190	0.8965	-42.010
8748	9054	190	0.9019	0.000
2964	3507	190	0.919	-42.010
6459	8748	190	0.9282	-176.048
7832	8748	190	0.9272	-42.011
2430	2660	191	0.8727	0.000
4921	5463	194	0.7141	1.003
4772	4921	194	0.7707	-0.968
11447	13162	195	0.7329	2.015
11834	12061	195	0.8904	0.000
13371	13916	195	0.7716	-82.078
12088	13916	195	0.8016	-48.037
11337	11993	195	0.7162	100.089
10875	12517	195	0.7634	-82.078
12851	13146	195	0.7549	2.016
10167	12528	195	0.8023	-154.099
11566	12486	195	0.7218	-26.016
11799	13371	195	0.8272	-64.032
10911	10987	195	0.9243	0.001
10911	11899	195	0.7399	15.995
11337	12089	195	0.7445	-98.074
11799	11993	195	0.8469	32.026
11297	13621	195	0.7875	-84.057
10615	13371	195	0.7768	20.026
11298	13035	195	0.7281	-82.078
13035	13210	195	0.8006	12.000
13146	13210	195	0.8001	-2.016
11298	13146	195	0.7505	-68.063
10875	11834	195	0.7788	-84.094
10975	11993	195	0.7498	15.995
11031	11327	195	0.7565	-0.000
13176	13321	195	0.8233	-0.151
12297	13321	195	0.8913	0.000
13371	13621	195	0.8454	0.000
10448	10492	195	0.7106	0.113
12851	13147	195	0.7486	1.012
10615	11337	195	0.767	15.995
11163	13313	195	0.7074	15.995
11321	12685	195	0.8148	0.000
10344	12024	195	0.7996	-82.078
10344	10349	195	0.7832	-0.977
11321	11834	195	0.8676	0.000
10381	10987	195	0.7307	-98.072
12088	13162	195	0.7427	-66.047
11159	11799	195	0.795	-32.026
12061	12851	195	0.8309	0.000
12688	13718	195	0.7167	74.037
12475	13035	195	0.8129	-12.000
12024	13621	195	0.8587	0.000
12517	13916	195	0.789	-82.078
10875	11297	195	0.7646	1.979
11447	12088	195	0.7693	68.063
12685	13035	195	0.8378	-12.000
12089	12851	195	0.7861	100.089
12475	12851	195	0.8413	-0.000
11799	13210	195	0.8083	-66.047
12530	13313	195	0.8242	-1.004
9680	13188	195	0.7261	-48.073
10875	11321	195	0.7817	-84.094
12089	13035	195	0.8334	88.089
13146	13916	195	0.7363	-82.078
9680	11337	195	0.7459	34.006
11159	11163	195	0.9005	-1.003
12089	12517	195	0.7607	102.104
11799	13127	195	0.8535	15.995
12517	13035	195	0.7312	-14.016
13162	13916	195	0.7518	18.011
10875	13146	195	0.7848	-82.078
12088	12089	195	0.7786	-68.063
10167	11439	195	0.7714	-170.095
12486	13035	195	0.8036	-26.016
11297	11834	195	0.7853	-86.073
10448	11321	195	0.7609	-82.078
11447	13845	195	0.7194	84.058
10086	11770	195	0.7439	-48.036
11993	13127	195	0.7847	-16.031
11327	12475	195	0.7957	15.995
10875	13621	195	0.8059	-82.078
10975	12156	195	0.7235	3.995
11799	12024	195	0.7626	-64.032
11834	13210	195	0.8225	0.000
11328	12061	195	0.7699	18.011
10875	13210	195	0.8365	-84.094
10911	12089	195	0.7436	-82.078
11298	13371	195	0.8108	-68.063
10063	11159	195	0.7201	16.999
11770	13251	195	0.7745	15.995
11327	12061	195	0.7801	15.995
10911	13845	195	0.7117	1.980
11321	13210	195	0.801	0.000
10911	12088	195	0.7112	-14.016
12685	13621	195	0.806	2.015
10086	11297	195	0.7656	36.021
10381	11389	195	0.7997	15.995
12486	12685	195	0.7655	-14.015
11327	11328	195	0.772	-2.016
10987	11899	195	0.7054	15.994
11163	13314	195	0.7649	14.991
10086	10875	195	0.7636	34.042
12851	13210	195	0.8445	0.000
10063	11298	195	0.7197	-10.996
11770	13621	195	0.7781	0.000
11834	12024	195	0.7892	2.016
12851	13035	195	0.8177	-12.000
9676	10694	195	0.8011	-170.094
12530	13176	195	0.7686	0.151
12685	12851	195	0.9002	-0.000
12088	13845	195	0.7296	15.995
11447	12089	195	0.7507	-0.000
11321	12061	195	0.8406	0.000
11297	12156	195	0.7587	0.000
12089	13845	195	0.7333	84.058
10615	11328	195	0.8744	-0.000
10381	10911	195	0.7881	-98.073
12088	13035	195	0.779	20.026
11834	12685	195	0.8918	0.000
11405	12156	195	0.7044	100.089
10615	11327	195	0.7974	2.015
13845	13916	195	0.7308	-64.032
12475	12685	195	0.8603	0.000
9680	10381	195	0.7019	116.083
10875	12685	195	0.7965	-84.094
10911	12475	195	0.7215	18.011
11298	12024	195	0.7673	-68.063
11770	13916	195	0.7227	-82.078
11321	11770	195	0.7606	2.016
12297	13176	195	0.8055	0.151
13147	13210	195	0.8364	-1.012
12061	12486	195	0.7689	14.015
11799	13621	195	0.7673	-64.032
11337	11405	195	0.7739	-12.000
11159	11298	195	0.7959	-27.995
12689	13147	195	0.7477	3.019
11834	13035	195	0.8461	-12.000
13176	13313	195	0.7129	-1.155
11799	13146	195	0.752	-64.032
11298	11993	195	0.825	27.995
11799	12156	195	0.776	20.026
11321	12024	195	0.7805	2.016
11799	12851	195	0.7764	-66.047
12685	13147	195	0.7664	1.012
12024	12685	195	0.7873	-2.015
11993	12156	195	0.8267	-12.000
13313	13321	195	0.8467	1.004
13127	13177	195	0.7267	0.151
12088	12486	195	0.7241	46.042
10975	10997	195	0.9056	0.114
11337	13321	195	0.7611	116.083
13313	13314	195	0.8149	-1.003
11031	12475	195	0.7463	15.995
10615	13210	195	0.8102	18.010
11159	13371	195	0.7458	-96.058
12517	13162	195	0.7707	-100.089
9450	10167	195	0.724	-12.000
10974	13127	195	0.7357	15.995
10344	11770	195	0.7801	-82.078
11433	11439	195	0.8761	-0.116
12024	13916	195	0.759	-82.078
10086	11834	195	0.758	-50.052
13146	13621	195	0.8199	0.000
12061	13621	195	0.7606	2.016
10974	11297	195	0.7641	20.026
12851	13371	195	0.8143	2.015
10381	11163	195	0.7008	17.007
13210	13621	195	0.8168	2.016
11447	13916	195	0.7536	20.026
12024	13210	195	0.8256	-2.016
10615	12851	195	0.7679	18.010
13251	13321	195	0.713	96.058
13127	13313	195	0.8023	31.023
12061	13210	195	0.8079	0.000
13330	13718	195	0.8847	-14.017
9676	13718	195	0.7325	-54.120
11799	12685	195	0.7716	-66.047
10694	11439	195	0.7528	15.995
10344	13146	195	0.7187	-82.078
11447	12517	195	0.7396	102.104
11321	11328	195	0.7632	-18.010
12089	13162	195	0.7306	2.016
10615	13188	195	0.7426	-66.084
12089	13188	195	0.786	15.995
10086	10344	195	0.7842	34.042
11159	12156	195	0.7813	-12.000
11566	11693	195	0.8664	-0.000
12061	12685	195	0.8928	0.000
12024	13146	195	0.8223	0.000
11834	12475	195	0.8017	0.000
11337	13188	195	0.7845	-82.079
10344	10875	195	0.907	0.000
11328	12475	195	0.7891	18.011
11297	11770	195	0.757	-84.057
10344	11834	195	0.8031	-84.094
10615	12061	195	0.7498	18.010
11163	11993	195	0.8468	1.003
11993	13313	195	0.794	14.991
10344	13621	195	0.7698	-82.078
12061	13035	195	0.8268	-12.000
10911	13035	195	0.7662	6.010
10086	12088	195	0.7123	-82.078
11298	12156	195	0.7795	15.995
11993	13146	195	0.7201	-96.058
11321	13035	195	0.7954	-12.000
10615	12475	195	0.7893	18.010
10987	11031	195	0.7051	2.015
12517	12648	195	0.7406	-0.000
12089	13916	195	0.8054	20.026
11159	11993	195	0.8868	0.000
9680	11447	195	0.7243	-64.068
11405	13188	195	0.7587	-70.078
12685	13146	195	0.7796	2.015
9680	10911	195	0.7796	18.010
11834	13845	195	0.7668	-16.031
11993	13371	195	0.7829	-96.058
10381	11159	195	0.7202	18.011
13314	13321	195	0.7121	2.007
12002	13313	195	0.7544	-41.035
10381	11337	195	0.7448	-82.078
10381	11899	195	0.7393	-82.078
13210	13371	195	0.8397	2.015
10344	11297	195	0.7618	1.979
10975	12024	195	0.7703	-80.063
10911	12061	195	0.7469	18.010
10875	10975	195	0.7829	-2.016
12530	13321	195	0.8478	0.000
12486	13845	195	0.7762	-30.046
11834	12851	195	0.8127	0.000
10875	11799	195	0.7713	-18.047
10381	13127	195	0.7201	1.979
11770	12024	195	0.7767	0.000
11321	12475	195	0.7872	0.000
10344	11321	195	0.8079	-84.094
10694	13718	195	0.7251	115.975
10615	12024	195	0.7729	20.026
10448	11993	195	0.7275	15.995
11159	11297	195	0.7835	-12.000
12088	12517	195	0.7858	34.042
11297	13371	195	0.7478	-84.058
10167	13353	195	0.7042	-124.125
11770	13146	195	0.7165	0.000
13621	13916	195	0.7742	-82.078
10975	11328	195	0.7186	-100.089
10086	10974	195	0.7725	15.995
12486	13916	195	0.7213	-94.078
11337	13127	195	0.7622	84.057
11834	13621	195	0.79	2.016
11159	13127	195	0.8084	-16.031
12297	13251	195	0.7006	-96.058
12685	13210	195	0.8565	-0.000
10344	10448	195	0.7176	-2.016
11297	11298	195	0.7525	-15.995
12297	13313	195	0.8274	-1.003
10167	12002	195	0.7681	-24.036
10448	10806	195	0.7715	-0.000
11328	11337	195	0.781	15.995
11447	13084	195	0.7111	96.020
10344	12517	195	0.7524	-82.078
10911	11321	195	0.755	18.010
11834	12486	195	0.7964	14.015
12297	12530	195	0.9067	0.000
12851	13621	195	0.7788	2.016
13035	13845	195	0.7677	-4.031
11297	11321	195	0.7564	-86.073
12685	13371	195	0.8157	2.015
11337	13251	195	0.744	20.026
12475	13210	195	0.8325	-0.000
11799	11804	195	0.7472	1.127
10875	11298	195	0.7965	-14.016
12024	13371	195	0.8451	-0.000
11298	13621	195	0.7698	-68.063
10448	10997	195	0.7919	0.114
11297	11799	195	0.7641	-20.026
10875	13371	195	0.822	-82.078
13035	13916	195	0.77	-68.063
11298	11799	195	0.8415	-4.031
11337	12297	195	0.7308	116.083
11159	13313	195	0.8245	14.991
12061	12475	195	0.8945	0.000
10448	10975	195	0.8029	0.000
10875	12024	195	0.8484	-82.078
13251	13916	195	0.717	-98.073
13146	13371	195	0.8355	-0.000
10142	10225	196	0.7935	-0.000
10142	10318	196	0.7554	-0.073
9771	10225	196	0.7734	15.995
9934	10123	196	0.7204	17.976
10225	10318	196	0.7255	-0.073
10123	10142	196	0.8229	0.034
10123	10225	196	0.8052	0.034
9771	10123	196	0.7596	15.961
9771	10142	196	0.7692	15.995
12483	12497	197	0.7783	-18.010
9213	9976	198	0.7552	-1.004
9077	9855	198	0.7685	34.005
8854	9077	198	0.8922	0.036
9021	9423	198	0.9029	0.000
9982	10918	198	0.7187	-81.038
6947	9213	198	0.7244	-0.028
8481	9578	198	0.7413	18.011
10800	11466	198	0.7401	15.996
7485	7638	198	0.8341	-0.000
11465	11522	198	0.7513	2.016
9982	10004	198	0.8238	-0.028
8566	9423	198	0.8693	-0.000
8287	9609	198	0.7564	31.990
8566	9710	198	0.7374	35.038
8287	8839	198	0.751	18.011
7485	9609	198	0.8465	15.995
8901	9454	198	0.8999	-0.000
8566	10830	198	0.7502	-114.032
9117	9982	198	0.7552	30.002
9855	9860	198	0.7696	35.037
8854	9306	198	0.8885	0.036
9980	10918	198	0.7266	-65.014
